date,open,high,low,close,volume,symbol
2020-04-02,116.03,116.47,115.45,116.12,3090367,AAPL
2020-04-05,116.12,116.81,115.83,116.28,1899996,AAPL
2020-04-06,116.11,117.46,115.86,116.84,3250128,AAPL
2020-04-07,116.79,117.38,116.61,117.33,1250274,AAPL
2020-04-08,117.28,117.63,116.57,117.52,2227140,AAPL
2020-04-09,117.54,118.00,117.37,117.83,3960925,AAPL
2020-04-12,118.07,119.47,117.85,118.96,3598058,AAPL
2020-04-13,119.00,119.76,118.64,119.27,547084,AAPL
2020-04-14,119.19,119.66,119.06,119.11,1732561,AAPL
2020-04-15,119.12,119.78,118.74,118.77,3673464,AAPL
2020-04-16,118.91,119.59,118.38,119.36,1488270,AAPL
2020-04-19,119.53,120.59,118.83,120.48,3581144,AAPL
2020-04-20,120.34,120.96,119.95,120.21,4693527,AAPL
2020-04-21,120.29,121.24,119.70,120.56,4049989,AAPL
2020-04-22,120.48,121.60,120.38,121.46,3646103,AAPL
2020-04-23,121.32,122.74,120.98,122.30,2233901,AAPL
2020-04-26,122.42,123.30,122.00,122.92,3614236,AAPL
2020-04-27,122.68,123.35,122.66,122.68,728113,AAPL
2020-04-28,122.45,122.76,122.20,122.46,3869848,AAPL
2020-04-29,122.34,123.04,121.69,122.82,1769200,AAPL
2020-04-30,122.62,124.13,122.35,123.48,4143632,AAPL
2020-05-03,123.42,124.09,123.13,123.48,4435807,AAPL
2020-05-04,123.49,124.05,123.17,123.29,2849263,AAPL
2020-05-05,123.35,123.65,122.41,122.76,3767388,AAPL
2020-05-06,122.98,123.67,121.85,122.56,4510370,AAPL
2020-05-07,122.79,123.45,122.51,122.79,3255833,AAPL
2020-05-10,122.83,123.52,122.31,122.92,4820510,AAPL
2020-05-11,122.68,122.93,121.98,122.37,3847035,AAPL
2020-05-12,122.51,123.71,121.80,122.99,4704373,AAPL
2020-05-13,122.92,123.58,122.06,122.63,4822308,AAPL
2020-05-14,122.78,123.23,122.64,122.98,4909081,AAPL
2020-05-17,123.20,123.25,122.36,122.84,869545,AAPL
2020-05-18,123.01,123.55,122.33,123.04,3569015,AAPL
2020-05-19,123.29,123.75,122.20,122.62,2707209,AAPL
2020-05-20,122.59,123.81,122.05,123.14,4637275,AAPL
2020-05-21,122.97,123.49,121.84,122.10,1947005,AAPL
2020-05-24,122.04,122.73,121.52,121.84,1593032,AAPL
2020-05-25,122.02,122.47,121.69,121.84,4879633,AAPL
2020-05-26,121.75,122.08,120.19,120.89,4197785,AAPL
2020-05-27,120.89,121.07,120.15,120.75,4198561,AAPL
2020-05-28,120.65,120.74,119.75,120.33,1316185,AAPL
2020-05-31,120.35,120.75,119.85,120.48,2245624,AAPL
2020-06-01,120.70,120.81,120.03,120.48,2219972,AAPL
2020-06-02,120.30,120.84,118.98,119.56,2825642,AAPL
2020-06-03,119.52,119.77,118.89,119.19,2887764,AAPL
2020-06-04,119.32,119.77,118.44,118.65,3901373,AAPL
2020-06-07,118.45,119.14,117.43,117.90,3380358,AAPL
2020-06-08,117.94,118.68,117.27,118.03,4201351,AAPL
2020-06-09,118.02,118.30,116.83,117.27,2441985,AAPL
2020-06-10,117.45,117.61,116.57,117.09,1357615,AAPL
2020-06-11,116.99,117.41,116.55,116.76,3833941,AAPL
2020-06-14,116.73,117.28,116.09,116.32,1294318,AAPL
2020-06-15,116.16,116.78,115.87,116.25,2079347,AAPL
2020-06-16,116.02,116.02,115.26,115.34,4118033,AAPL
2020-06-17,115.36,115.91,114.56,114.64,2067857,AAPL
2020-06-18,114.78,115.17,114.17,114.78,4872348,AAPL
2020-06-21,114.72,115.08,114.44,114.87,867999,AAPL
2020-06-22,114.67,115.26,114.00,114.86,2119468,AAPL
2020-06-23,114.89,115.29,114.89,115.10,2903977,AAPL
2020-06-24,115.27,115.42,114.75,115.25,4556159,AAPL
2020-06-25,115.41,115.81,114.98,115.16,4904200,AAPL
2020-06-28,115.07,115.57,114.03,114.23,4166769,AAPL
2020-06-29,114.33,114.76,113.71,114.34,1501987,AAPL
2020-06-30,114.39,114.80,113.76,114.58,4918537,AAPL
2020-07-01,114.57,114.96,113.77,114.25,1095917,AAPL
2020-07-02,114.25,114.58,114.06,114.51,1120075,AAPL
2020-07-05,114.53,115.11,113.83,114.10,2839523,AAPL
2020-07-06,114.26,114.34,113.69,113.75,3949208,AAPL
2020-07-07,113.60,114.17,113.34,113.87,2458632,AAPL
2020-07-08,113.83,114.16,113.69,113.91,717359,AAPL
2020-07-09,113.69,114.20,113.06,113.29,2770917,AAPL
2020-07-12,113.50,114.08,112.75,113.25,2830749,AAPL
2020-07-13,113.17,114.15,112.87,113.62,3837421,AAPL
2020-07-14,113.66,114.23,112.68,113.14,3040032,AAPL
2020-07-15,113.28,113.35,112.32,112.80,1891119,AAPL
2020-07-16,112.75,113.38,112.26,112.55,2095843,AAPL
2020-07-19,112.60,112.94,111.99,112.85,3094356,AAPL
2020-07-20,112.75,112.96,112.26,112.41,2754430,AAPL
2020-07-21,112.32,112.49,111.65,112.44,3056355,AAPL
2020-07-22,112.58,113.32,112.56,113.16,3361198,AAPL
2020-07-23,113.07,113.69,112.63,112.89,925317,AAPL
2020-07-26,113.02,113.55,112.46,113.04,1886991,AAPL
2020-07-27,113.07,113.63,112.61,112.99,3038093,AAPL
2020-07-28,113.11,114.06,112.61,113.47,958435,AAPL
2020-07-29,113.68,114.20,113.43,114.11,1595244,AAPL
2020-07-30,113.90,113.92,113.51,113.52,4515936,AAPL
2020-08-02,113.64,114.30,113.02,113.28,3411863,AAPL
2020-08-03,113.18,113.37,112.60,113.00,2907268,AAPL
2020-08-04,112.93,113.15,112.70,112.94,2005921,AAPL
2020-08-05,113.16,114.25,112.76,113.86,1887266,AAPL
2020-08-06,113.65,114.02,113.21,113.77,3907510,AAPL
2020-08-09,113.72,114.50,113.29,114.48,4801269,AAPL
2020-08-10,114.64,115.18,114.17,114.72,2635335,AAPL
2020-08-11,114.80,116.01,114.17,115.35,2587885,AAPL
2020-08-12,115.32,116.02,115.18,115.79,1072432,AAPL
2020-08-13,115.81,115.89,115.59,115.62,3301558,AAPL
2020-08-16,115.76,115.98,115.55,115.75,3012684,AAPL
2020-08-17,115.61,116.20,115.12,115.61,1533676,AAPL
2020-08-18,115.53,116.24,115.43,115.88,2724366,AAPL
2020-08-19,115.66,116.11,115.22,115.76,2058702,AAPL
2020-08-20,115.74,116.04,115.51,115.81,4018091,AAPL
2020-08-23,115.91,116.32,115.66,116.05,3155314,AAPL
2020-08-24,115.84,116.71,115.49,116.23,2295298,AAPL
2020-08-25,116.01,116.66,115.98,116.52,4508163,AAPL
2020-08-26,116.48,117.59,116.21,117.26,4421084,AAPL
2020-08-27,117.26,117.57,116.69,117.06,3789657,AAPL
2020-08-30,117.28,117.57,116.69,116.81,2293033,AAPL
2020-08-31,116.68,116.76,115.49,116.13,2609580,AAPL
2020-09-01,115.92,116.15,115.22,115.89,2696911,AAPL
2020-09-02,115.93,116.79,115.67,116.16,1409514,AAPL
2020-09-03,116.15,116.75,115.70,116.53,1732017,AAPL
2020-09-06,116.58,116.86,116.40,116.55,3225220,AAPL
2020-09-07,116.35,117.13,116.04,117.03,2784752,AAPL
2020-09-08,116.99,117.36,116.46,117.18,2949603,AAPL
2020-09-09,117.36,117.90,116.82,117.64,3009954,AAPL
2020-09-10,117.47,117.59,116.93,117.39,4457901,AAPL
2020-09-13,117.58,118.09,117.37,117.95,1076882,AAPL
2020-09-14,118.06,118.76,117.41,117.52,611512,AAPL
2020-09-15,117.71,118.42,117.69,118.09,4831782,AAPL
2020-09-16,118.10,118.91,117.81,118.37,1893695,AAPL
2020-09-17,118.19,118.86,117.49,118.06,552859,AAPL
2020-09-20,117.99,118.56,117.79,118.32,2155477,AAPL
2020-09-21,118.08,118.33,117.49,118.32,2907588,AAPL
2020-09-22,118.47,119.80,117.77,119.20,2319732,AAPL
2020-09-23,119.42,120.25,119.25,120.16,4597789,AAPL
2020-09-24,120.30,120.85,119.85,120.85,3311792,AAPL
2020-09-27,120.82,121.30,119.88,120.42,3275995,AAPL
2020-09-28,120.32,120.40,119.64,120.17,1112418,AAPL
2020-09-29,120.05,121.05,119.82,120.71,2668745,AAPL
2020-09-30,120.86,121.21,120.76,121.06,3069655,AAPL
2020-10-01,121.05,121.96,120.38,121.82,4729610,AAPL
2020-10-04,121.75,122.27,121.42,121.96,2116368,AAPL
2020-10-05,122.08,122.70,121.57,121.88,1598376,AAPL
2020-10-06,121.78,122.27,121.64,121.89,1726274,AAPL
2020-10-07,121.81,122.04,121.14,122.02,2444084,AAPL
2020-10-08,121.86,122.21,121.64,121.67,2459379,AAPL
2020-10-11,121.73,122.71,121.12,122.12,4449805,AAPL
2020-10-12,121.99,122.81,121.73,122.42,3704033,AAPL
2020-10-13,122.37,122.51,121.73,122.29,3037347,AAPL
2020-10-14,122.49,122.84,121.56,121.62,873750,AAPL
2020-10-15,121.53,121.62,121.04,121.09,1961847,AAPL
2020-10-18,121.03,121.65,120.70,121.04,3268542,AAPL
2020-10-19,121.11,121.57,119.94,120.60,1910579,AAPL
2020-10-20,120.66,120.93,119.87,120.58,3719262,AAPL
2020-10-21,120.47,120.81,118.77,119.42,2248623,AAPL
2020-10-22,119.19,119.34,118.48,118.57,4405376,AAPL
2020-10-25,118.35,119.09,117.93,118.44,847484,AAPL
2020-10-26,118.50,118.98,117.84,118.49,4028128,AAPL
2020-10-27,118.37,118.86,118.37,118.39,4042632,AAPL
2020-10-28,118.25,118.91,117.62,117.63,1238317,AAPL
2020-10-29,117.70,117.75,116.82,117.08,973428,AAPL
2020-11-01,117.08,117.77,116.63,117.22,4517235,AAPL
2020-11-02,117.08,117.73,115.65,116.20,4395348,AAPL
2020-11-03,116.40,116.82,115.42,115.98,3996918,AAPL
2020-11-04,116.09,116.12,115.01,115.25,1801000,AAPL
2020-11-05,115.04,115.37,113.97,114.13,3637975,AAPL
2020-11-08,114.23,114.83,114.07,114.24,2374389,AAPL
2020-11-09,114.13,114.63,113.18,113.39,3166186,AAPL
2020-11-10,113.50,114.08,113.15,113.17,2213567,AAPL
2020-11-11,113.04,113.06,112.42,112.96,4358992,AAPL
2020-11-12,113.11,113.60,111.90,112.46,1921336,AAPL
2020-11-15,112.50,112.66,111.96,111.96,4076218,AAPL
2020-11-16,111.91,112.50,111.43,112.19,4863371,AAPL
2020-11-17,112.30,113.01,112.12,112.48,3002150,AAPL
2020-11-18,112.50,113.09,112.11,112.62,4659263,AAPL
2020-11-19,112.56,112.92,111.16,111.58,4314579,AAPL
2020-11-22,111.72,111.79,111.36,111.60,4085745,AAPL
2020-11-23,111.52,111.88,111.06,111.45,2077037,AAPL
2020-11-24,111.35,111.46,110.60,110.65,2564025,AAPL
2020-11-25,110.78,111.21,109.99,110.64,3469258,AAPL
2020-11-26,110.51,110.85,109.80,110.33,1556007,AAPL
2020-11-29,110.34,110.38,109.86,110.21,2184313,AAPL
2020-11-30,110.17,110.59,109.41,109.94,4038395,AAPL
2020-12-01,110.03,110.63,109.57,109.58,834993,AAPL
2020-12-02,109.50,109.59,108.56,108.57,540588,AAPL
2020-12-03,108.56,108.68,107.79,108.35,1183227,AAPL
2020-12-06,108.13,108.46,107.15,107.35,2053073,AAPL
2020-12-07,107.33,108.03,106.85,107.56,840795,AAPL
2020-12-08,107.58,108.43,107.04,108.10,2718958,AAPL
2020-12-09,108.07,109.44,107.68,109.01,2943592,AAPL
2020-12-10,108.86,110.31,108.23,109.78,1143679,AAPL
2020-12-13,109.73,110.49,109.45,109.89,2081471,AAPL
2020-12-14,110.00,111.11,109.92,110.97,1177924,AAPL
2020-12-15,111.04,111.60,110.94,111.14,3127560,AAPL
2020-12-16,110.98,111.85,110.79,111.34,677738,AAPL
2020-12-17,111.32,112.54,111.01,112.37,960966,AAPL
2020-12-20,112.52,113.59,112.12,113.45,4804848,AAPL
2020-12-21,113.52,114.09,113.13,113.62,1571489,AAPL
2020-12-22,113.42,113.96,113.19,113.28,3930770,AAPL
2020-12-23,113.06,113.98,112.58,113.67,1580329,AAPL
2020-12-24,113.86,114.30,113.59,114.08,4431352,AAPL
2020-12-27,114.15,115.35,113.48,114.85,1963215,AAPL
2020-12-28,114.73,115.20,114.50,115.13,2135510,AAPL
2020-12-29,115.12,116.04,114.50,115.56,2128132,AAPL
2020-12-30,115.41,116.18,115.00,115.94,3704079,AAPL
2020-12-31,115.86,117.03,115.83,116.48,1135054,AAPL
2021-01-03,116.31,116.96,116.06,116.88,793343,AAPL
2021-01-04,116.67,117.31,116.02,117.20,1156129,AAPL
2021-01-05,117.22,117.93,116.59,117.26,4784062,AAPL
2021-01-06,117.45,119.08,116.77,118.53,2917837,AAPL
2021-01-07,118.67,120.13,118.48,119.66,3661999,AAPL
2021-01-10,119.55,120.36,118.97,119.96,747989,AAPL
2021-01-11,120.13,121.33,120.00,121.14,2101272,AAPL
2021-01-12,121.26,122.33,120.79,121.80,2626292,AAPL
2021-01-13,121.89,122.54,121.16,122.49,1458597,AAPL
2021-01-14,122.70,123.35,122.31,123.03,2713908,AAPL
2021-01-17,123.07,123.72,122.40,123.68,2515904,AAPL
2021-01-18,123.82,124.54,123.53,123.85,1871082,AAPL
2021-01-19,123.61,124.85,123.15,124.76,4442062,AAPL
2021-01-20,124.56,125.10,123.94,124.28,4068911,AAPL
2021-01-21,124.42,125.26,124.16,124.79,1362962,AAPL
2021-01-24,124.57,125.65,124.49,125.06,2017829,AAPL
2021-01-25,125.14,125.80,124.87,125.57,1664018,AAPL
2021-01-26,125.32,125.96,124.63,125.11,3677657,AAPL
2021-01-27,125.33,125.81,125.10,125.80,2481710,AAPL
2021-01-28,125.98,127.40,125.79,127.06,2238403,AAPL
2021-01-31,127.16,128.48,127.02,127.92,802188,AAPL
2021-02-01,128.11,129.31,127.87,129.03,1573560,AAPL
2021-02-02,128.80,129.84,128.44,129.76,4956547,AAPL
2021-02-03,129.53,130.44,129.50,129.70,2224827,AAPL
2021-02-04,129.60,130.29,128.87,129.34,2115383,AAPL
2021-02-07,129.25,131.01,128.87,130.29,585043,AAPL
2021-02-08,130.54,131.99,129.77,131.50,1920867,AAPL
2021-02-09,131.71,132.90,131.64,132.86,1761086,AAPL
2021-02-10,133.03,134.44,132.40,133.75,4184131,AAPL
2021-02-11,133.97,134.02,133.43,133.88,3026728,AAPL
2021-02-14,134.09,134.78,133.53,134.58,1900478,AAPL
2021-02-15,134.52,135.83,134.49,135.04,3973149,AAPL
2021-02-16,135.22,136.41,135.18,135.69,726019,AAPL
2021-02-17,135.55,135.79,134.89,135.71,838386,AAPL
2021-02-18,135.69,136.53,134.88,136.36,3298129,AAPL
2021-02-21,136.51,137.65,136.43,137.53,3202545,AAPL
2021-02-22,137.62,138.64,137.17,138.47,899794,AAPL
2021-02-23,138.65,139.34,137.90,139.18,3679447,AAPL
2021-02-24,138.92,139.16,138.42,138.74,2245711,AAPL
2021-02-25,138.48,138.61,137.89,138.31,2573769,AAPL
2021-02-28,138.54,139.51,137.99,138.98,3137310,AAPL
2021-03-01,139.11,140.50,138.84,140.39,2111891,AAPL
2021-03-02,140.64,142.42,140.29,141.76,2675699,AAPL
2021-03-03,141.50,142.18,141.27,141.37,3950859,AAPL
2021-03-04,141.50,142.55,141.25,142.13,2167359,AAPL
2021-03-07,141.86,143.35,141.57,142.73,2629336,AAPL
2021-03-08,142.87,144.05,142.80,143.96,3088395,AAPL
2021-03-09,143.77,145.78,143.71,144.93,4103440,AAPL
2021-03-10,145.01,146.01,144.96,145.58,2020459,AAPL
2021-03-11,145.68,146.53,145.42,145.93,2415119,AAPL
2021-03-14,146.18,146.52,145.99,146.37,3116536,AAPL
2021-03-15,146.35,147.79,145.60,147.30,527558,AAPL
2021-03-16,147.41,148.16,146.82,147.13,4428672,AAPL
2021-03-17,146.88,147.66,146.06,147.41,2337203,AAPL
2021-03-18,147.42,148.15,146.98,147.93,2113823,AAPL
2021-03-21,147.77,148.43,147.43,147.86,2491606,AAPL
2021-03-22,147.67,148.75,147.22,148.68,1659489,AAPL
2021-03-23,148.89,150.53,148.70,150.19,4812712,AAPL
2021-03-24,150.21,151.53,149.49,151.11,3618938,AAPL
2021-03-25,150.95,152.13,150.12,151.24,3502665,AAPL
2021-03-28,151.24,151.83,150.68,151.34,3947875,AAPL
2021-03-29,151.58,153.36,150.85,152.90,2799899,AAPL
2021-03-30,152.72,153.59,152.08,152.34,4671623,AAPL
2021-03-31,152.31,153.02,151.62,152.81,3013567,AAPL
2021-04-01,152.92,153.16,151.27,151.84,2315506,AAPL
2021-04-04,151.97,151.99,150.69,151.02,3300378,AAPL
2021-04-05,151.07,151.25,150.30,150.64,4082354,AAPL
2021-04-06,150.49,151.20,150.17,151.00,4315987,AAPL
2021-04-07,151.08,151.48,150.93,150.94,2691289,AAPL
2021-04-08,151.05,151.71,149.24,150.12,3879417,AAPL
2021-04-11,150.26,150.48,149.00,149.45,1882209,AAPL
2021-04-12,149.45,150.22,149.32,149.36,2189893,AAPL
2021-04-13,149.22,149.71,148.27,148.32,2872204,AAPL
2021-04-14,148.11,148.30,147.24,147.82,3837110,AAPL
2021-04-15,147.83,148.53,146.97,147.14,3804458,AAPL
2021-04-18,147.27,147.31,146.06,146.60,2004648,AAPL
2021-04-19,146.40,146.44,145.69,145.88,988546,AAPL
2021-04-20,146.02,146.17,145.54,146.15,2288243,AAPL
2021-04-21,146.06,146.22,145.23,145.27,774468,AAPL
2021-04-22,145.33,146.27,145.03,145.79,592088,AAPL
2021-04-25,146.06,146.15,145.43,146.01,3762624,AAPL
2021-04-26,146.19,146.59,145.80,146.34,4033663,AAPL
2021-04-27,146.36,146.60,145.87,146.56,2509465,AAPL
2021-04-28,146.38,146.46,146.07,146.34,4336884,AAPL
2021-04-29,146.14,146.96,145.45,145.97,3974975,AAPL
2021-05-02,145.76,146.30,145.20,145.87,1230961,AAPL
2021-05-03,145.92,146.33,145.21,146.30,2954716,AAPL
2021-05-04,146.54,147.36,145.77,145.88,3554503,AAPL
2021-05-05,146.03,146.33,145.17,145.99,1177164,AAPL
2021-05-06,145.97,146.39,144.88,145.13,3497286,AAPL
2021-05-09,145.21,145.80,144.55,145.11,3907709,AAPL
2021-05-10,145.32,145.83,144.60,144.87,3352078,AAPL
2021-05-11,145.12,145.95,143.60,144.19,1315230,AAPL
2021-05-12,143.96,144.71,142.36,142.92,1202101,AAPL
2021-05-13,142.98,143.53,141.38,141.92,3806881,AAPL
2021-05-16,141.77,142.73,140.94,142.10,792501,AAPL
2021-05-17,142.24,142.26,141.18,141.85,4052832,AAPL
2021-05-18,141.58,142.19,141.56,141.77,4332693,AAPL
2021-05-19,142.03,142.73,141.48,141.59,3786456,AAPL
2021-05-20,141.34,141.79,140.84,141.69,1807052,AAPL
2021-05-23,141.68,142.39,140.26,140.87,1208175,AAPL
2021-05-24,140.69,141.19,140.35,140.77,3440244,AAPL
2021-05-25,140.56,141.24,140.44,140.60,3223960,AAPL
2021-05-26,140.86,141.03,139.95,140.70,1426873,AAPL
2021-05-27,140.59,140.73,140.11,140.72,1843757,AAPL
2021-05-30,140.73,141.07,140.17,140.79,1799291,AAPL
2021-05-31,141.01,142.12,140.40,141.47,3131978,AAPL
2021-06-01,141.35,141.92,140.96,141.91,528605,AAPL
2021-06-02,142.19,142.56,140.53,141.14,1673019,AAPL
2021-06-03,141.11,141.60,140.03,140.39,3538369,AAPL
2021-06-06,140.20,141.04,139.91,140.63,870706,AAPL
2021-06-07,140.59,140.68,139.78,139.88,2914497,AAPL
2021-06-08,139.79,140.59,139.40,140.21,4572947,AAPL
2021-06-09,140.29,140.70,139.77,140.15,1124660,AAPL
2021-06-10,140.17,140.72,139.66,139.91,1282872,AAPL
2021-06-13,139.83,140.45,138.80,139.23,672301,AAPL
2021-06-14,139.09,139.53,137.57,138.16,2616696,AAPL
2021-06-15,137.98,138.55,137.26,137.55,2210460,AAPL
2021-06-16,137.74,138.46,137.68,137.84,2977578,AAPL
2021-06-17,137.86,139.13,137.40,138.45,1885258,AAPL
2021-06-20,138.48,140.10,138.34,139.54,2165295,AAPL
2021-06-21,139.51,139.81,139.21,139.26,1974274,AAPL
2021-06-22,139.48,140.35,139.36,140.16,614632,AAPL
2021-06-23,140.40,142.07,140.31,141.23,2887508,AAPL
2021-06-24,141.13,141.36,140.88,141.22,4682497,AAPL
2021-06-27,141.33,141.96,140.93,141.15,1714352,AAPL
2021-06-28,141.03,142.79,140.91,142.02,4665933,AAPL
2021-06-29,142.11,143.22,141.46,143.19,1885208,AAPL
2021-06-30,143.43,143.86,142.56,143.37,561838,AAPL
2021-07-01,143.43,144.10,142.83,144.03,4577480,AAPL
2021-07-04,144.10,145.10,143.51,144.52,4755466,AAPL
2021-07-05,144.48,144.95,143.78,143.98,3388692,AAPL
2021-07-06,143.82,144.31,142.80,143.35,3879958,AAPL
2021-07-07,143.49,144.04,143.38,143.97,1430837,AAPL
2021-07-08,144.14,144.58,143.67,144.31,1804474,AAPL
2021-07-11,144.59,145.38,144.15,145.09,4525980,AAPL
2021-07-12,145.35,145.70,144.61,145.44,4115265,AAPL
2021-07-13,145.44,146.35,145.13,145.83,1509728,AAPL
2021-07-14,145.64,146.80,145.38,146.35,1333370,AAPL
2021-07-15,146.12,147.40,145.91,147.30,4932947,AAPL
2021-07-18,147.32,148.55,146.77,147.99,4495985,AAPL
2021-07-19,148.18,149.35,147.81,149.29,1599014,AAPL
2021-07-20,149.33,149.36,149.16,149.29,896945,AAPL
2021-07-21,149.56,150.07,148.35,149.08,2040456,AAPL
2021-07-22,148.99,149.31,148.25,148.66,2766674,AAPL
2021-07-25,148.50,149.70,148.34,149.64,4631042,AAPL
2021-07-26,149.76,150.43,149.04,149.85,1254446,AAPL
2021-07-27,149.89,150.72,149.07,150.04,2203791,AAPL
2021-07-28,149.88,150.85,149.52,149.97,787244,AAPL
2021-07-29,149.88,150.62,149.13,149.68,1707890,AAPL
2021-08-01,149.48,151.07,149.02,150.56,4501074,AAPL
2021-08-02,150.39,151.62,149.74,151.47,2744676,AAPL
2021-08-03,151.45,151.51,150.60,151.23,4503580,AAPL
2021-08-04,151.17,152.57,150.49,152.02,3680749,AAPL
2021-08-05,151.98,152.21,150.78,151.50,4012473,AAPL
2021-08-08,151.53,152.74,151.41,152.39,4601206,AAPL
2021-08-09,152.44,153.23,152.21,152.77,3953791,AAPL
2021-08-10,152.73,153.67,151.92,153.30,2544232,AAPL
2021-08-11,153.18,154.33,152.93,153.70,3678771,AAPL
2021-08-12,153.92,155.25,153.55,154.35,3906006,AAPL
2021-08-15,154.64,156.25,154.49,155.77,599175,AAPL
2021-08-16,155.88,156.15,154.90,155.46,528455,AAPL
2021-08-17,155.53,156.42,154.44,155.13,1529728,AAPL
2021-08-18,154.83,156.47,154.66,155.72,1937920,AAPL
2021-08-19,155.98,157.03,155.29,156.47,1893953,AAPL
2021-08-22,156.66,156.90,155.77,156.53,2896668,AAPL
2021-08-23,156.50,157.64,156.05,157.39,4477571,AAPL
2021-08-24,157.57,158.22,157.53,157.98,2017550,AAPL
2021-08-25,157.99,158.61,157.28,157.99,3132832,AAPL
2021-08-26,157.74,158.25,157.08,157.69,2081275,AAPL
2021-08-29,157.99,158.91,157.76,157.81,2529055,AAPL
2021-08-30,157.82,158.81,157.27,158.03,3541953,AAPL
2021-08-31,158.18,159.73,158.02,158.92,4740464,AAPL
2021-09-01,158.75,159.58,158.18,158.31,4416040,AAPL
